Brand,Model,Fuel Type,Fuel Consumption,Engine volume (L),Power (PS),Torque (N*m),0-100 km/h (s),Max speed (km/h),Length (mm),Width (mm),Height (mm),Weight (kg)
Nissan,1.5 Di (82 Hp),Diesel,6.0,1.46,82,185,14.5,168,4425,1695,1445,1105
Nissan,1.8 16V (114 Hp),Petrol (Gasoline),10.6,1.769,114,158,11.1,185,4425,1695,1440,1115
Nissan,1.8 16V (116 Hp),Petrol (Gasoline),10.4,1.769,116,163,10.8,186,4425,1695,1445,1115
Nissan,2.2 D (110 Hp),Diesel,8.0,2.184,110,230,12.3,185,4425,1695,1445,1235
Nissan,2.2 dCi (136 Hp),Diesel,7.9,2.184,136,314,9.2,200,4425,1695,1445,1240
Nissan,1.5 (90 Hp),Petrol (Gasoline),8.6,1.497,90,128,13.8,173,4184,1706,1448,1105
Nissan,1.5 16V (98 Hp),Petrol (Gasoline),8.6,1.497,98,136,13.1,177,4184,1706,1448,1110
Nissan,1.5 Di (82 Hp),Diesel,6.0,1.46,82,185,14.5,168,4184,1706,1448,1105
Nissan,1.8 (114 Hp),Petrol (Gasoline),10.2,1.769,114,158,11.1,185,4184,1706,1448,1115
Nissan,1.8 16V (116 Hp),Petrol (Gasoline),10.2,1.769,116,163,10.8,186,4184,1706,1448,1117
Nissan,2.2 T.Di (110 Hp),Diesel,8.0,2.184,110,238,12.3,185,4184,1706,1448,1235
Nissan,2.2 dCi (136 Hp),Diesel,7.9,2.184,136,314,9.2,200,4197,1706,1448,1235
Nissan,1.4 (87 Hp),Petrol (Gasoline),8.0,1.392,87,116,12.6,172,4120,1690,1395,1035
Nissan,1.6 (99 Hp),Petrol (Gasoline),8.6,1.597,99,136,11.0,180,4120,1690,1395,1065
Nissan,2.0 GTi (143 Hp),Petrol (Gasoline),10.3,1.998,143,178,8.2,210,4120,1690,1395,1210
Nissan,1.4 (87 Hp),Petrol (Gasoline),9.2,1.392,87,116,12.6,172,4320,1690,1395,1070
Nissan,1.6 (99 Hp),Petrol (Gasoline),9.3,1.597,99,136,11.0,180,4320,1690,1395,1080
Nissan,2.7 TDi (125 Hp),Diesel,11.9,2.663,125,278,16.7,155,4665,1755,1850,1875
Nissan,3.5 i V6 24V (248 Hp),Petrol (Gasoline),12.4,3.498,248,333,7.1,200,4860,1790,1470,1460
Nissan,2.4 16V (152 Hp) Automatic,Petrol (Gasoline),11.8,2.389,152,209,9.0,180,4660,1760,1420,1385
Audi,2.0 TFSI (265 Hp) quattro,Petrol (Gasoline),11.8,1.984,265,350,5.7,250,4230,1765,1399,1455
Nissan,5.6 i V8 32V (305 Hp),Petrol (Gasoline),18.1,5.552,305,522,7.3,185,5255,2002,1913,2340
Nissan,5.6 i V8 32V 4WD (309 Hp),Petrol (Gasoline),18.1,5.552,309,522,7.1,185,5255,2002,1913,2480
Nissan,2.5 dCi Double Cab (174 Hp) 4WD,Diesel,10.7,2.488,174,403,11.4,170,5220,1850,1774,2050
Nissan,2.5 dCi Double Cab (174 Hp) 4WD Automatic,Diesel,11.7,2.488,174,403,11.5,170,5220,1850,1774,2050
Nissan,2.5 dCi King Cab (174 Hp) 4WD,Diesel,10.7,2.488,174,403,11.4,170,5220,1850,1774,2050
Nissan,2.5 dCi King Cab (174 Hp) 4WD Automatic,Diesel,11.7,2.488,174,403,11.5,170,5220,1850,1774,2050
Nissan,2.5i (170 Hp) CVT,Petrol (Gasoline),10.4,2.488,170,237,9.8,200,4646,1801,1659,1488
Nissan,1.4 i 16V (88 Hp),Petrol (Gasoline),7.9,1.386,88,128,13.1,165,4083,1690,1550,1095
Nissan,1.5 dCi (68 Hp),Diesel,5.9,1.461,68,160,16.5,155,4083,1690,1550,1165
Nissan,1.5 dCi (86 Hp),Diesel,5.8,1.461,86,200,13.0,168,4083,1690,1550,1165
Nissan,1.6 i 16V (110 Hp),Petrol (Gasoline),8.5,1.598,110,153,10.7,183,4083,1690,1550,1107
Nissan,1.6i 16V (110 Hp) Automatic,Petrol (Gasoline),9.3,1.598,110,153,11.7,174,4083,1690,1550,1107
Nissan,2.8 TD (5 dr) (135 Hp),Diesel,9.0,2.826,135,292,15.7,150,4910,1930,1865,1850
Nissan,4.5 i (200 Hp),Petrol (Gasoline),18.1,4.479,200,348,13.7,160,4910,1930,1865,2190
Nissan,3.3 i V6 4WD (182 Hp),Petrol (Gasoline),14.7,3.275,182,274,10.4,165,4520,1790,1895,1875
Nissan,1.5i (105 Hp),Petrol (Gasoline),9.25,1.498,105,135,11.9,186,4470,1695,1445,1110
Nissan,1.8i (120 Hp) Automatic,Petrol (Gasoline),10.350000000000001,1.769,120,161,11.6,186,4470,1695,1445,1170
Nissan,2.0i (150 Hp) CVT,Petrol (Gasoline),11.7,1.998,150,200,9.2,201,4470,1695,1445,1220
Nissan,1.8 Eprise (125 Hp) Automatic,Petrol (Gasoline),10.8,1.769,125,161,11.6,181,4565,1695,1395,1190
Nissan,1.8 FE (125 Hp),Petrol (Gasoline),11.0,1.838,125,157,10.5,198,4565,1695,1395,1160
Nissan,1.8 Le grand (125 Hp),Petrol (Gasoline),11.0,1.838,125,157,10.6,198,4565,1695,1395,1170
Nissan,2.0 SSS Limited (150 Hp),Petrol (Gasoline),12.85,1.998,150,186,8.5,213,4565,1695,1395,1190
Nissan,2.5 i V6 24V SE-R (177 Hp),Petrol (Gasoline),10.7,2.489,177,244,7.2,200,4509,1710,1410,1268
Nissan,2.0 dCi (150 Hp) 4x4,Diesel,8.7,1.995,150,320,11.2,188,4630,1785,1685,1625
Nissan,2.0 dCi (150 Hp) 4x4 Automatic,Diesel,10.5,1.995,150,320,12.5,181,4630,1785,1685,1637
Nissan,2.0i 16V (141 Hp) 4x4,Petrol (Gasoline),11.1,1.998,141,196,11.1,184,4630,1785,1685,1482
Nissan,2.0i 16V (141 Hp) 4x4 CVT,Petrol (Gasoline),10.8,1.998,141,196,11.9,172,4630,1785,1685,1514
Nissan,2.5i 16V (169 Hp) 4x4,Petrol (Gasoline),13.0,2.488,169,233,9.8,194,4630,1785,1685,1469
Nissan,2.5i 16V (169 Hp) 4x4 CVT,Petrol (Gasoline),12.0,2.488,169,233,10.3,185,4630,1785,1685,1490
Nissan,2.0 (140 Hp) 4x4,Petrol (Gasoline),12.0,1.998,140,192,11.3,177,4510,1765,1675,1445
Nissan,2.2 dCi (114 Hp) 4x4,Diesel,9.2,2.184,114,270,13.7,165,4510,1765,1675,1534
Nissan,2.2 dCi (136 Hp),Diesel,9.0,2.184,136,314,11.2,180,4455,1765,1675,1500
Nissan,2.5i 16V (165 Hp) 4x4,Petrol (Gasoline),12.6,2.488,165,230,9.9,191,4455,1765,1675,1470
Nissan,2.5 DTi (174 Hp) 4WD,Diesel,11.5,2.488,174,403,12.3,175,4877,1854,1879,2132
Nissan,2.5 DTi (174 Hp) 4WD Automatic,Diesel,13.2,2.488,174,403,11.6,190,4877,1854,1879,2165
Nissan,4.0 i V6 2WD (269 Hp),Petrol (Gasoline),18.7,3.954,269,385,8.9,190,4877,1854,1879,2132
Nissan,4.0 i V6 (269 Hp) 4WD Automatic,Petrol (Gasoline),18.7,3.954,269,385,8.9,190,4877,1854,1879,2132
Nissan,3.5 i V6 24V (220 Hp) 4WD,Petrol (Gasoline),18.7,3.498,220,363,10.3,175,4640,1820,1750,1950
Nissan,3.5 i V6 24V LE (243 Hp) 4WD,Petrol (Gasoline),15.7,3.498,243,359,9.2,164,4640,1820,1800,1990
Nissan,3.5 i V6 24V SE (253 Hp) 4WD,Petrol (Gasoline),13.1,3.498,253,325,8.8,177,4640,1820,1800,1900
Nissan,1.6 16V (97 Hp),Petrol (Gasoline),11.3,1.597,97,132,17.9,150,4315,1710,1840,1396
Nissan,2.0 16V (126 Hp),Petrol (Gasoline),12.0,1.998,126,169,13.0,170,4315,1710,1835,1496
Nissan,2.0 16V (140 Hp),Petrol (Gasoline),12.4,1.998,140,181,12.2,170,4315,1710,1835,1485
Nissan,2.0 16V 4X4 (140 Hp),Petrol (Gasoline),12.4,1.998,140,181,12.2,170,4315,1710,1835,1550
Nissan,2.3 D (75 Hp),Diesel,10.8,2.283,75,145,23.5,135,4315,1710,1835,1496
Nissan,2.3 D 4X4 (75 Hp),Diesel,10.8,2.283,75,145,26.5,135,4315,1710,1835,1620
Acura,2.3 i 16V (152 Hp),Petrol (Gasoline),9.6,2.254,152,206,8.2,205,4825,1780,1390,1390
Acura,3.2 i V6 24V (228 Hp) Automatic,Petrol (Gasoline),12.4,3.21,228,293,7.8,215,4877,1793,1410,1610
Acura,3.2 i V6 24V Type S (263 Hp),Petrol (Gasoline),12.4,3.21,263,314,6.6,235,4877,1793,1410,1615
Acura,2.0 i 16V Type S (203 Hp),Petrol (Gasoline),9.8,1.998,203,192,6.7,214,4374,1725,1400,1280
Acura,2.0 i 16V Type S (212 Hp),Petrol (Gasoline),10.2,1.998,212,194,6.2,218,4374,1725,1400,1310
Acura,3.2 i V6 24V (261 Hp),Petrol (Gasoline),11.8,3.21,261,316,6.0,225,4808,1835,1440,1655
Acura,3.2 i V6 24V (273 Hp),Petrol (Gasoline),11.8,3.21,273,323,6.0,225,4808,1835,1440,1655
Acura,3.2 (203 Hp),Petrol (Gasoline),12.4,3.206,203,293,7.4,225,4900,1785,1425,1575
Acura,3.5 i V6 24V (228 Hp),Petrol (Gasoline),13.8,3.494,228,313,9.0,180,4788,1938,1745,1980
Acura,3.5 i V6 24V (243 Hp),Petrol (Gasoline),13.8,3.471,243,332,9.0,190,4788,1938,1745,1980
Acura,3.5 i V6 24V (294 Hp) AWD Automatic,Petrol (Gasoline),13.1,3.471,294,347,6.7,215,4917,1847,1452,1845
Acura,3.5 i V6 24V AWD (304 Hp),Petrol (Gasoline),13.1,3.471,304,347,6.7,215,4917,1847,1452,1845
Acura,3.7 i V6 24V (304 Hp),Petrol (Gasoline),13.1,3.664,304,275,6.7,215,4973,1847,1455,1845
Acura,3.5 i V6 24V (208 Hp),Petrol (Gasoline),12.4,3.474,208,297,8.0,210,4980,1810,1430,1625
Acura,2.4 i 16V (203 Hp),Petrol (Gasoline),12.4,2.354,203,225,7.5,215,4657,1762,1456,1495
Acura,1.6 i 16V (107 Hp),Petrol (Gasoline),7.1,1.59,107,139,9.4,175,4480,1705,1395,1145
Acura,3.2 i V6 24V (280 Hp),Petrol (Gasoline),16.8,3.179,280,298,5.9,270,4425,1810,1175,1445
Daimler,4.0 i V8 32V (284 Hp),Petrol (Gasoline),17.2,3.996,284,375,7.3,240,5148,1798,1380,1730
Daimler,4.0 i V8 32V Super (363 Hp),Petrol (Gasoline),18.6,3.996,363,505,5.7,250,5148,1798,1380,1800
Jeep,2.8 CRD (177 Hp),Diesel,12.2,2.778,177,460,10.5,179,4493,1839,1797,1980
Jeep,3.7 V6 (205 Hp),Petrol (Gasoline),16.9,3.7,205,314,10.5,193,4493,1839,1797,1980
Jeep,2.5 CRD (143 Hp),Diesel,11.7,2.499,143,343,13.5,170,4430,1820,1865,1790
Jeep,2.8 CRDi (163 Hp),Diesel,12.0,2.778,163,400,12.8,174,4430,1820,1865,1960
Jeep,2.8 TD (150 Hp),Diesel,11.7,2.776,150,360,12.6,174,4430,1820,1865,1845
Jeep,3.7 i V6 (210 Hp),Petrol (Gasoline),18.6,3.7,210,307,10.8,180,4430,1820,1865,1770
Jeep,2.5 i (118 Hp),Petrol (Gasoline),15.6,2.464,118,198,13.0,165,4255,1725,1630,1515
Jeep,2.5 i SE 4WD (127 Hp),Petrol (Gasoline),13.1,2.464,127,234,12.0,153,4254,1763,1626,1485
Jeep,4.0 i (178 Hp),Petrol (Gasoline),22.0,3.964,178,301,10.1,180,4240,1790,1625,1635
Jeep,4.7 i V8 (231 Hp) 4WD Automatic,Petrol (Gasoline),19.2,4.701,231,410,9.5,190,4787,1900,1826,2235
Jeep,4.7 i V8 Limited (231 Hp) 4WD Automatic,Petrol (Gasoline),19.2,4.701,231,410,9.5,190,4787,1900,1826,2235
Jeep,5.7 i V8 Hemi Limited (326 Hp) 4WD Automatic,Petrol (Gasoline),21.0,5.654,326,500,7.4,208,4787,1900,1826,2318
Jeep,3.0 CRD (218 Hp) 4WD Automatic,Diesel,13.1,2.987,218,510,9.0,200,4750,1870,1740,2135
Jeep,5.7i V8 (326 Hp) 4WD Automatic,Petrol (Gasoline),21.3,5.654,326,500,7.4,208,4750,1870,1770,2175
Jeep,SRT8 6.1i V8 (426 Hp) 4WD Automatic,Petrol (Gasoline),21.8,6.059,426,569,5.0,245,4785,1870,1710,2145
Jeep,2.5 TD (116 Hp) 4WD,Diesel,13.2,2.499,116,278,13.0,155,4500,1800,1690,1775
Jeep,5.9i V8 (241 Hp) 4WD Automatic,Petrol (Gasoline),26.1,5.898,241,472,8.2,200,4500,1800,1720,1933
Jeep,3.8i V6 Rubicon (196 Hp) 4x4 Automatic,Petrol (Gasoline),16.4,3.778,196,315,11.1,180,4223,1873,1800,1740
Jeep,2.4 i 16V (147 Hp),Petrol (Gasoline),14.0,2.429,147,224,13.0,155,3883,1694,1750,1605
Jeep,2.5 i (118 Hp),Petrol (Gasoline),15.0,2.464,118,198,14.8,142,3883,1740,1748,1510
Jeep,2.5 i (121 Hp),Petrol (Gasoline),12.4,2.464,121,190,11.0,144,3886,1693,1767,1435
Jeep,2.5 i Soft Top (118 Hp),Petrol (Gasoline),15.0,2.464,118,198,14.8,142,3886,1693,1805,1435
Jeep,4.0 i (178 Hp),Petrol (Gasoline),18.6,3.964,178,290,9.4,174,3883,1732,1780,1495
Jeep,4.0 i (183 Hp),Petrol (Gasoline),13.8,3.956,183,301,9.1,170,3886,1693,1767,1495
Jeep,4.0 i (192 Hp),Petrol (Gasoline),14.7,3.956,192,318,9.1,170,3883,1694,1750,1495
Jeep,4.0 i Rubicon (193 Hp),Petrol (Gasoline),16.8,3.956,193,319,9.4,174,3947,1693,1764,1725
Jeep,2.4 (170 Hp) 4x4,Petrol (Gasoline),10.5,2.359,170,220,10.7,183,4405,1810,1630,1535
Jeep,2.4 (170 Hp) CVT 4x4,Petrol (Gasoline),11.5,2.36,170,220,11.5,185,4405,1810,1630,1660
Jeep,3.7 i V6 12V (210 Hp),Petrol (Gasoline),13.1,3.701,210,318,8.8,180,4437,1819,1785,1663
Jeep,3.7 i V6 12V (210 Hp) 4WD,Petrol (Gasoline),13.1,3.701,210,318,9.2,180,4437,1819,1785,1750
Tata,1.4 (60 Hp),Petrol (Gasoline),10.0,1.405,60,105,15.0,150,3660,1625,1485,930
Tata,1.4 D (54 Hp),Diesel,7.2,1.405,54,83,17.0,135,3660,1625,1485,850
Tata,1.9 D (68 Hp),Diesel,12.0,1.948,68,118,44.1,113,4625,1700,1610,1640
Tata,1.4 i (85 Hp),Petrol (Gasoline),10.0,1.405,85,120,12.8,160,4150,1620,1540,1070
Tata,1.4 TDI (71 Hp),Diesel,8.0,1.405,71,135,14.0,155,4150,1620,1540,1090
Tata,1.9 TD (90 Hp),Diesel,13.3,1.948,90,186,26.0,140,4650,1810,1920,2040
Alfa Romeo,1.4 I.E. (90 Hp),Petrol (Gasoline),12.5,1.351,90,115,12.5,178,4093,1712,1427,1147
Alfa Romeo,1.6 I.E. (103 Hp),Petrol (Gasoline),14.0,1.596,103,134,11.0,185,4093,1712,1427,1147
Alfa Romeo,1.7 I.E. 16V (129 Hp),Petrol (Gasoline),10.8,1.712,129,148,9.8,200,4093,1712,1427,1265
Alfa Romeo,1.9 TD (90 Hp),Diesel,8.8,1.929,90,186,12.0,178,4093,1712,1427,1210
Alfa Romeo,2.0 Twin Spark Quadrifoglio (150 Hp),Petrol (Gasoline),12.5,1.97,150,187,8.4,210,4093,1712,1427,1322
Alfa Romeo,2.0 Twin Spark (143 Hp),Petrol (Gasoline),10.0,1.962,143,188,9.8,210,4555,1760,1400,1200
Alfa Romeo,2.0 Twin Spark (146 Hp),Petrol (Gasoline),9.7,1.995,146,191,9.9,210,4555,1760,1390,1380
Alfa Romeo,2.0 Twin Spark (148 Hp),Petrol (Gasoline),10.0,1.962,148,186,9.2,210,4555,1760,1400,1200
Alfa Romeo,2.0 Twin Spark (144 Hp),Petrol (Gasoline),9.7,1.995,144,187,9.9,210,4565,1760,1390,1400
Alfa Romeo,2.0 Turbo (175 Hp),Petrol (Gasoline),9.9,1.995,175,265,7.2,225,4555,1760,1400,1250
Alfa Romeo,2.0 V6 Turbo (205 Hp),Petrol (Gasoline),11.7,1.997,205,279,8.1,237,4555,1760,1390,1500
Alfa Romeo,2.5 TD (117 Hp),Diesel,8.6,2.5,117,258,10.8,200,4550,1760,1400,1320
Alfa Romeo,2.5 TD (125 Hp),Diesel,8.5,2.499,125,288,10.8,202,4565,1760,1390,1490
Alfa Romeo,3.0 24V (210 Hp),Petrol (Gasoline),13.5,2.959,210,266,8.0,240,4565,1760,1390,1530
Alfa Romeo,3.0 24V (228 Hp) Q4,Petrol (Gasoline),18.3,2.959,228,280,7.5,240,4670,1760,1360,1680
Alfa Romeo,3.0 24V QV (232 Hp),Petrol (Gasoline),13.5,2.959,232,280,7.7,240,4555,1760,1356,1680
Alfa Romeo,3.0 i V6 24V (230 Hp),Petrol (Gasoline),13.4,2.959,230,284,7.7,245,4550,1760,1390,1510
Alfa Romeo,3.0 i.e. QV (200 Hp),Petrol (Gasoline),13.0,2.959,200,269,7.7,237,4555,1760,1400,1430
Alfa Romeo,3.0 V6 (192 Hp),Petrol (Gasoline),12.9,2.959,192,255,8.1,230,4670,1760,1390,1470
Alfa Romeo,3.0 V6 (184 Hp),Petrol (Gasoline),12.8,2.959,184,255,7.9,230,4670,1760,1390,1470
Alfa Romeo,3.0 V6 (180 Hp),Petrol (Gasoline),12.5,2.959,180,225,7.9,230,4565,1760,1390,1510
Alfa Romeo,1.9 TD (90 Hp),Diesel,8.8,1.929,90,186,11.0,178,4257,1712,1425,1320
Alfa Romeo,2.0 Twin Spark (150 Hp),Petrol (Gasoline),10.1,1.97,150,187,8.5,212,4260,1712,1425,1350
Alfa Romeo,2.0 16V Twin Spark (150 Hp),Petrol (Gasoline),13.8,1.97,150,181,9.8,211,4720,1815,1416,1420
Alfa Romeo,2.0 16V Twin Spark (155 Hp),Petrol (Gasoline),13.8,1.97,155,187,9.8,211,4720,1815,1416,1420
Alfa Romeo,2.0 i V6 (205 Hp),Petrol (Gasoline),17.6,1.996,205,280,8.1,237,4720,1815,1416,1495
Alfa Romeo,2.4 JTD (136 Hp),Diesel,9.9,2.387,136,304,9.9,202,4720,1815,1416,1490
Alfa Romeo,2.4 JTD (150 Hp),Diesel,10.4,2.387,150,305,9.9,210,4720,1815,1416,1490
Alfa Romeo,2.4 JTD 20V (175 Hp),Diesel,9.9,2.387,175,330,8.9,222,4720,1800,1416,1580
Alfa Romeo,2.5 i V6 24V (188 Hp),Petrol (Gasoline),17.2,2.492,188,221,8.4,225,4720,1815,1416,1490
Alfa Romeo,2.5 i V6 24V (190 Hp),Petrol (Gasoline),16.3,2.492,190,222,8.4,225,4720,1815,1416,1490
Alfa Romeo,3.0 i V6 24V (220 Hp),Petrol (Gasoline),18.3,2.959,220,265,7.9,241,4720,1815,1406,1510
Alfa Romeo,3.0 i V6 24V (226 Hp),Petrol (Gasoline),18.3,2.959,226,275,7.8,243,4720,1815,1416,1510
Alfa Romeo,3.2 i V6 24V (240 Hp),Petrol (Gasoline),18.3,3.179,240,289,7.4,245,4720,1800,1416,1540
Alfa Romeo,2.4 TD (110 Hp),Diesel,9.0,2.393,110,235,10.8,178,4391,1638,1420,1250
Alfa Romeo,1.6 Twin Spark 16V (105 Hp),Petrol (Gasoline),11.1,1.598,105,140,11.3,185,4170,1729,1442,1190
Alfa Romeo,1.6 Twin Spark (120 Hp),Petrol (Gasoline),11.2,1.598,120,146,10.6,195,4170,1729,1439,1265
Alfa Romeo,1.9 JTD 16V (140 Hp),Diesel,8.0,1.91,140,305,9.1,206,4170,1729,1421,1200
Alfa Romeo,1.9 16V JTD (150 Hp),Diesel,8.0,1.91,150,305,8.8,208,4170,1729,1439,1290
Alfa Romeo,1.9 JTD (101 Hp),Diesel,7.8,1.91,101,200,12.1,183,4170,1729,1439,1270
Alfa Romeo,1.9 JTD (115 Hp),Diesel,7.8,1.91,115,275,9.9,191,4170,1729,1439,1345
Alfa Romeo,2.0 Twin Spark (150 Hp),Petrol (Gasoline),12.1,1.97,150,181,9.3,208,4170,1729,1460,1325
Alfa Romeo,1.6 Twin Spark 16V (105 Hp),Petrol (Gasoline),11.1,1.598,105,140,11.3,185,4170,1729,1442,1190
Alfa Romeo,1.6 Twin Spark (120 Hp),Petrol (Gasoline),11.2,1.598,120,146,10.6,195,4170,1729,1439,1265
Alfa Romeo,1.9 16V JTD (140 Hp),Diesel,8.0,1.91,140,305,9.1,206,4170,1729,1421,1200
Alfa Romeo,1.9 16V JTD (150 Hp),Diesel,8.0,1.91,150,305,8.8,208,4170,1729,1439,1290
Alfa Romeo,1.9 JTD (101 Hp),Diesel,7.8,1.91,101,200,12.1,183,4170,1729,1439,1270
Alfa Romeo,1.9 JTD (115 Hp),Diesel,7.8,1.91,115,275,9.9,191,4170,1729,1439,1345
Alfa Romeo,2.0 Twin Spark (150 Hp),Petrol (Gasoline),12.1,1.97,150,181,9.3,208,4170,1729,1460,1325
Alfa Romeo,2.0 Twin Spark (150 Hp) Automatic,Petrol (Gasoline),12.1,1.97,150,181,9.3,208,4170,1729,1460,1325
Alfa Romeo,3.2 V6 (250 Hp),Petrol (Gasoline),18.1,3.179,250,300,6.3,246,4213,1764,1412,1360
Alfa Romeo,1.8 Twin Spark (140 Hp),Petrol (Gasoline),11.2,1.747,140,163,9.9,205,4480,1760,1390,1300
Alfa Romeo,1.9 16V JTD M-Jet (150 Hp),Diesel,8.5,1.91,150,305,9.2,209,4489,1763,1355,1440
Alfa Romeo,2.0 i 16V JTS (165 Hp),Petrol (Gasoline),12.2,1.97,165,206,8.7,216,4480,1760,1390,1320
Alfa Romeo,2.0 i 16V JTS (165 Hp) Selespeed,Petrol (Gasoline),12.2,1.97,165,206,8.7,216,4480,1760,1390,1320
Alfa Romeo,3.2 i V6 24V GTA (240 Hp),Petrol (Gasoline),18.6,3.179,240,289,6.7,243,4480,1760,1390,1410
Alfa Romeo,3.0 i V6 (210 Hp),Petrol (Gasoline),13.2,2.959,210,245,7.5,230,4060,1730,1300,1380
Alfa Romeo,1.7 Twin Spark (115 Hp),Petrol (Gasoline),9.5,1.749,115,149,11.8,191,4443,1700,1440,1300
Alfa Romeo,1.8 Twin Spark (129 Hp),Petrol (Gasoline),9.5,1.773,129,163,10.3,200,4443,1730,1425,1280
Alfa Romeo,1.9 TD (90 Hp),Diesel,7.1,1.929,90,186,13.5,180,4450,1730,1440,1300
Alfa Romeo,2.0 Turbo 16V (190 Hp) Q4,Petrol (Gasoline),12.3,1.995,190,291,7.0,225,4443,1700,1440,1445
Alfa Romeo,2.0 Turbo 16V (190 Hp) Q4,Petrol (Gasoline),12.3,1.995,190,291,7.0,225,4443,1700,1440,1445
Alfa Romeo,2.0 Twin Spark (141 Hp),Petrol (Gasoline),9.7,1.995,141,187,9.3,205,4443,1700,1440,1275
Alfa Romeo,2.5 TD (125 Hp),Diesel,8.6,2.5,125,294,10.4,195,4443,1700,1440,1340
Alfa Romeo,2.5 V6 (165 Hp),Petrol (Gasoline),12.0,2.492,165,216,8.4,215,4443,1700,1440,1330
Alfa Romeo,2.5 V6 (165 Hp),Petrol (Gasoline),12.0,2.492,165,216,8.4,215,4443,1700,1440,1330
Alfa Romeo,1.4 i.e. (88 Hp),Petrol (Gasoline),9.9,1.351,88,122,10.3,176,4075,1615,1350,940
Alfa Romeo,1.4 i.e. (90 Hp),Petrol (Gasoline),9.5,1.351,90,116,11.5,178,4075,1615,1350,940
Alfa Romeo,1.5 (105 Hp),Petrol (Gasoline),10.4,1.49,105,136,9.8,188,4075,1615,1350,940
Alfa Romeo,1.7 16V (132 Hp),Petrol (Gasoline),10.5,1.712,132,155,8.4,203,4075,1615,1350,1000
Alfa Romeo,1.7 i.e. (107 Hp),Petrol (Gasoline),9.9,1.712,107,149,9.5,188,4075,1615,1350,970
Alfa Romeo,1.7 i.e. (107 Hp) 4x4,Petrol (Gasoline),10.9,1.712,107,149,10.2,185,4075,1615,1375,1020
Alfa Romeo,1.8 TD (84 Hp),Diesel,7.3,1.779,84,178,13.7,171,4075,1615,1350,1040
Alfa Romeo,1.4 i.e. (90 Hp),Petrol (Gasoline),9.5,1.351,90,116,11.7,177,4200,1615,1350,955
Alfa Romeo,1.4 i.e. (90 Hp) 4x4,Petrol (Gasoline),9.6,1.351,90,116,12.0,174,4200,1615,1350,1005
Alfa Romeo,1.5 i.e (97 Hp),Petrol (Gasoline),10.0,1.49,97,128,10.9,179,4200,1615,1350,985
Alfa Romeo,1.7 i.e. (107 Hp),Petrol (Gasoline),9.9,1.712,107,149,9.9,186,4200,1615,1350,985
Alfa Romeo,1.7 i.e. (107 Hp) 4x4,Petrol (Gasoline),10.9,1.712,107,149,11.1,185,4200,1615,1350,1035
Alfa Romeo,1.8 TD (84 Hp),Diesel,7.3,1.779,84,178,13.8,170,4200,1615,1350,1055
Alfa Romeo,2.2 JTS (185 Hp),Petrol (Gasoline),13.0,2.198,185,230,8.8,217,4393,1830,1318,1530
Alfa Romeo,2.2 JTS (185 Hp) Selespeed,Petrol (Gasoline),12.6,2.198,185,230,8.8,224,4393,1830,1318,1530
Alfa Romeo,2.4 JTDM (200 Hp),Petrol (Gasoline),9.2,2.198,200,230,8.1,231,4393,1830,1318,1530
Alfa Romeo,2.4 JTDM (200 Hp) Q-Tronic,Petrol (Gasoline),11.4,2.198,200,230,8.5,225,4393,1830,1318,1530
Alfa Romeo,3.2 V6 (260 Hp) Q4,Petrol (Gasoline),16.9,3.195,260,322,7.0,235,4393,1830,1318,1690
Alfa Romeo,1.8 Twin Spark (144 Hp),Petrol (Gasoline),12.9,1.747,144,169,9.0,205,4285,1780,1320,1350
Alfa Romeo,2.0 Twin Spark (150 Hp),Petrol (Gasoline),13.3,1.97,150,181,8.4,210,4285,1780,1315,1370
Alfa Romeo,2.0 Twin Spark (155 Hp),Petrol (Gasoline),13.3,1.97,155,187,8.4,210,4285,1780,1320,1350
Alfa Romeo,2.0 V6 TB (200 Hp),Petrol (Gasoline),16.6,1.997,200,280,7.7,228,4285,1780,1320,1430
Alfa Romeo,3.0 V6 (192 Hp),Petrol (Gasoline),16.8,2.959,192,260,7.3,225,4285,1780,1315,1420
Alfa Romeo,3.0 V6 (218 Hp),Petrol (Gasoline),16.8,2.959,218,265,6.8,235,4285,1780,1315,1420
Alfa Romeo,1.6 (109 Hp),Petrol (Gasoline),12.6,1.567,109,137,11.3,180,4260,1630,1290,1240
Alfa Romeo,1600 (109 Hp),Petrol (Gasoline),12.6,1.567,109,137,11.3,180,4260,1630,1290,1240
Alfa Romeo,1600 (109 Hp),Petrol (Gasoline),12.6,1.567,109,137,11.3,180,4260,1630,1290,1240
Alfa Romeo,2000 (120 Hp),Petrol (Gasoline),10.6,1.962,120,161,10.4,190,4260,1630,1290,1280
Alfa Romeo,2000 (126 Hp),Petrol (Gasoline),13.3,1.962,126,177,10.4,190,4260,1630,1290,1280
Alfa Romeo,2000 Veloce (126 Hp),Petrol (Gasoline),13.3,1.962,126,177,9.4,190,4260,1630,1290,1280
Alfa Romeo,1.9 16V JTD M-Jet (150 Hp),Diesel,8.9,1.91,150,305,10.2,200,4441,1743,1458,1510
Alfa Romeo,1.6 16V Twin Spark (120 Hp),Petrol (Gasoline),11.4,1.598,120,146,10.5,200,4435,1743,1430,1265
Alfa Romeo,1.8 16V Twin Spark (140 Hp),Petrol (Gasoline),12.1,1.747,140,163,9.4,208,4435,1743,1430,1265
