Brand,Model,Fuel Type,Fuel Consumption,Engine volume (L),Power (PS),Torque (N*m),0-100 km/h (s),Max speed (km/h),Length (mm),Width (mm),Height (mm),Weight (kg)
Ford,2.0i (130 Hp),Petrol (Gasoline),11.5,1.988,130,176,9.9,206,4556,1751,1427,1328
Ford,2.5 ST 200 (205 Hp),Petrol (Gasoline),14.4,2.495,205,234,7.7,231,4556,1751,1424,1345
Ford,1.6i 16V (95 Hp),Petrol (Gasoline),10.7,1.597,95,142,13.2,180,4671,1751,1480,1295
Ford,1.8i 16V (115 Hp),Petrol (Gasoline),11.2,1.796,115,160,11.3,190,4671,1751,1510,1352
Ford,1.8 TD (90 Hp),Diesel,7.5,1.753,90,180,13.6,176,4671,1751,1510,1416
Ford,2.0i (130 Hp),Petrol (Gasoline),11.9,1.988,130,176,10.3,199,4671,1751,1510,1373
Ford,2.5 ST 200 (205 Hp),Petrol (Gasoline),14.6,2.495,205,234,7.8,227,4671,1751,1480,1390
Ford,1.6 i 16V (90 Hp),Petrol (Gasoline),10.1,1.597,90,134,13.5,180,4480,1750,1430,1215
Ford,1.8 TD (88 Hp),Diesel,7.4,1.753,88,178,13.5,183,4480,1750,1430,1285
Ford,2.0 i 16V (136 Hp),Petrol (Gasoline),11.4,1.988,136,193,9.7,209,4481,1749,1428,1260
Ford,1.6 i 16V (90 Hp),Petrol (Gasoline),10.1,1.597,90,134,13.5,180,4481,1749,1424,1305
Ford,1.8 TD (88 Hp),Diesel,7.4,1.753,88,178,13.7,181,4481,1749,1424,1325
Ford,2.0 i 16V (136 Hp),Petrol (Gasoline),8.7,1.988,136,180,9.9,199,4631,1749,1442,1442
Ford,1.6 16V (100 Hp),Petrol (Gasoline),8.9,1.596,100,143,12.9,175,4372,1825,1595,1344
Ford,1.8 16V (125 Hp),Petrol (Gasoline),9.6,1.798,125,170,10.8,195,4372,1825,1595,1409
Ford,2.0 TDCI (136 Hp),Diesel,7.6,1.997,136,320,9.6,200,4372,1825,1595,1506
Ford,2.0 16V (145 Hp),Petrol (Gasoline),10.0,1.999,145,185,9.8,203,4372,1825,1595,1441
Ford,2.0 16V (145 Hp) Automatic,Petrol (Gasoline),11.3,1.999,145,185,11.2,192,4372,1825,1595,1435
Ford,4.6 i V8 16V (235 Hp),Petrol (Gasoline),16.8,4.601,235,394,10.3,170,5228,2000,1971,2455
Ford,4.6 i V8 16V 4WD (235 Hp),Petrol (Gasoline),16.8,4.601,235,394,10.5,170,5228,2000,1971,2590
Ford,5.4 i V8 16V L (263 Hp),Petrol (Gasoline),18.1,5.398,263,474,9.5,170,5228,2000,1971,2520
Ford,4.6 i V8 16V XLT (218 Hp),Petrol (Gasoline),15.7,4.601,218,393,11.3,170,5200,2000,1900,2200
Ford,4.6 i V8 16V XLT (243 Hp),Petrol (Gasoline),16.8,4.601,243,397,11.0,170,5197,1996,1887,2280
Ford,4.6 i V8 16V XLT 4WD (243 Hp),Petrol (Gasoline),18.1,4.601,243,397,11.0,170,5197,1996,1887,2440
Ford,5.4 i V8 16V (264 Hp),Petrol (Gasoline),19.6,5.398,264,474,10.0,165,5198,1996,1992,2555
Ford,5.4 i V8 16V (264 Hp) 4WD,Petrol (Gasoline),15.7,5.398,264,474,10.0,165,5198,1996,1992,2555
Ford,5.4 i V8 16V XLT 4WD (232 Hp),Petrol (Gasoline),18.1,5.398,232,441,10.0,180,5200,2000,1900,2360
Ford,1.2 (75 Hp),Petrol (Gasoline),8.7,1.242,75,110,15.5,159,4020,1708,1503,1075
Ford,1.4 TDCi (68 Hp),Diesel,5.2,1.399,68,160,15.5,158,4020,1708,1503,1105
Ford,1.4 Duratec (80 Hp),Petrol (Gasoline),8.6,1.388,80,127,13.7,163,4020,1708,1503,1075
Ford,1.6 Duratec (100 Hp),Petrol (Gasoline),9.0,1.596,100,143,10.9,178,4020,1708,1503,1080
Ford,1.6 Duratec (100 Hp) Automatic,Petrol (Gasoline),10.3,1.596,100,143,13.1,176,4020,1708,1503,1080
Ford,1.6 TDCi (90 Hp),Diesel,5.5,1.56,90,204,12.9,176,4020,1708,1503,1105
Ford,4.0i V6 12V (212 Hp),Petrol (Gasoline),12.4,4.009,212,325,7.0,180,4765,1875,1385,1530
Ford,4.0 i V6 12V (212 Hp),Petrol (Gasoline),12.4,4.009,212,325,7.0,180,4765,1877,1415,1625
Ford,4.6 i V8 24V (304 Hp),Petrol (Gasoline),13.9,4.601,304,434,5.3,230,4765,1877,1415,1685
Ford,4.6 V8 32V Cobra (324 Hp),Petrol (Gasoline),18.0,4.601,324,430,5.5,240,4653,1857,1350,1615
Ford,4.6 V8 GT (263 Hp),Petrol (Gasoline),13.8,4.804,263,409,5.5,220,4653,1857,1351,1531
Ford,3.8 V6 (190 Hp),Petrol (Gasoline),11.8,3.813,190,220,7.1,180,4653,1857,1354,1390
Ford,4.6 i V8 32V Cobra R (390 Hp),Petrol (Gasoline),14.7,4.601,390,529,4.9,280,4661,1857,1336,1665
Ford,4.6 V8 32V Cobra (320 Hp),Petrol (Gasoline),18.0,4.601,320,430,5.5,240,4661,1857,1359,1525
Ford,4.6 V8 GT (263 Hp),Petrol (Gasoline),13.8,4.601,263,302,5.5,222,4653,1857,1357,1530
Ford,4.0i V6 (212 Hp),Petrol (Gasoline),14.7,3.998,212,344,9.4,158,4813,1832,1814,1995
Ford,4.0 i V6 4WD (212 Hp),Petrol (Gasoline),15.7,3.998,212,344,10.2,158,4813,1832,1814,2070
Ford,4.6i V8 (242 Hp),Petrol (Gasoline),16.8,4.601,242,382,8.6,158,4813,1832,1814,1990
Ford,4.6i V8 4WD (242 Hp),Petrol (Gasoline),16.8,4.601,242,382,8.0,158,4813,1832,1814,2065
Ford,4.0 V6 (213 Hp),Petrol (Gasoline),15.7,3.996,213,339,10.0,180,4810,1830,1830,1965
Ford,4.0 XL (162 Hp),Petrol (Gasoline),13.3,3.996,162,305,12.7,170,4530,1790,1800,1670
Ford,4.0 XL 4WD (208 Hp),Petrol (Gasoline),18.2,3.996,208,339,10.9,171,4530,1790,1800,1670
Ford,4.0 XLT 4WD (208 Hp),Petrol (Gasoline),18.2,3.996,208,339,10.9,171,4790,1790,1800,1990
Ford,4.9 XL (5 dr) (213 Hp),Petrol (Gasoline),16.8,4.942,213,380,8.8,180,4790,1790,1800,1990
Ford,1.8 TDCi (101 Hp),Diesel,8.0,1.753,101,300,14.3,171,4820,1854,1723,1720
Ford,1.8 TDCi (125 Hp),Diesel,8.0,1.753,125,340,11.9,187,4820,1854,1723,1720
Ford,2.0 i 16V (145 Hp),Petrol (Gasoline),11.2,1.999,145,190,11.2,194,4820,1854,1723,1625
Ford,2.0 (145 Hp) Automatic,Petrol (Gasoline),10.0,1.999,145,190,10.5,190,4820,1854,1723,1625
Ford,2.0 TDCi (130 Hp),Diesel,8.2,1.997,130,320,11.2,188,4820,1854,1723,1735
Ford,2.0 TDCi (140 Hp),Diesel,8.2,1.997,140,340,10.5,193,4820,1854,1723,1735
Ford,2.2 TDCi (175 Hp),Diesel,9.1,2.179,175,400,9.6,208,4820,1854,1723,1735
Ford,2.3 i 16V (161 Hp),Petrol (Gasoline),13.8,2.261,161,208,11.6,191,4820,1854,1723,1625
Ford,1.9 TDI (110 Hp),Diesel,7.8,1.896,110,235,14.7,172,4641,1810,1730,1640
Ford,1.9 TDI (116 Hp),Diesel,8.6,1.896,116,285,13.7,181,4641,1810,1730,1725
Ford,1.9 TDI (130 Hp),Diesel,8.3,1.896,130,310,12.8,188,4641,1810,1730,1670
Ford,1.9 TDI (90 Hp),Diesel,8.8,1.896,90,210,17.1,160,4641,1810,1732,1670
Ford,2.0 i (116 Hp),Petrol (Gasoline),13.8,1.998,116,170,13.1,177,4641,1810,1730,1665
Ford,2.3 16V (145 Hp),Petrol (Gasoline),14.0,2.295,145,203,12.7,191,4641,1810,1732,1610
Ford,2.8i V6 (174 Hp),Petrol (Gasoline),16.4,2.792,174,235,10.5,199,4641,1810,1730,1785
Ford,2.8i V6 4x4 (174 Hp),Petrol (Gasoline),17.8,2.792,174,235,11.6,193,4641,1810,1730,1835
Ford,2.8 V6 (204 Hp),Petrol (Gasoline),14.8,2.792,204,265,9.9,217,4641,1810,1732,1700
Ford,3.0 V6 (145 Hp) Automatic,Petrol (Gasoline),13.9,2.986,145,230,10.6,175,5016,1854,1400,1518
Ford,3.0 V6 24V (200 Hp) Automatic,Petrol (Gasoline),11.8,2.967,200,271,10.1,210,5016,1854,1400,1522
Ford,3.0 V6 (155 Hp) Automatic,Petrol (Gasoline),12.4,2.986,155,251,10.9,180,5022,1854,1468,1595
Ford,3.8 V6 (142 Hp) Automatic,Petrol (Gasoline),17.0,3.797,142,292,9.0,185,4785,1793,1379,1400
Ford,1.4 16V (90 Hp),Petrol (Gasoline),9.5,1.388,90,125,11.9,180,3984,1674,1345,1035
Ford,1.6 i 16V (103 Hp),Petrol (Gasoline),9.5,1.596,103,145,10.4,190,3984,1674,1345,1035
Ford,1.7 16V (125 Hp),Petrol (Gasoline),9.7,1.679,125,157,9.2,203,3984,1674,1345,1040
Ford,2.0i 16V (131 Hp),Petrol (Gasoline),11.6,1.988,131,178,9.6,209,4700,1777,1320,1315
Ford,2.5i V6 24V (170 Hp),Petrol (Gasoline),13.4,2.544,170,220,8.1,225,4700,1770,1320,1390
Ford,2.5 i V6 24V ST 200 (205 Hp),Petrol (Gasoline),14.6,2.495,205,234,7.8,230,4700,1780,1340,1390
Ford,1.25 (60 Hp),Petrol (Gasoline),7.3,1.242,60,109,16.9,152,3950,1722,1481,1035
Ford,1.25 (60 Hp),Petrol (Gasoline),7.3,1.242,60,109,16.9,152,3950,1722,1481,1035
Ford,1.25 (82 Hp),Petrol (Gasoline),7.5,1.242,82,114,13.3,168,3950,1722,1481,1098
Ford,1.25 (82 Hp),Petrol (Gasoline),7.5,1.242,82,114,13.3,168,3950,1722,1481,1109
Ford,1.4 (96 Hp),Petrol (Gasoline),7.5,1.392,96,125,12.2,175,3950,1722,1481,966
Ford,1.4 (96 Hp),Petrol (Gasoline),7.5,1.392,96,125,12.2,175,3950,1722,1481,979
Ford,1.4 (96 Hp) Automatic,Petrol (Gasoline),8.9,1.388,96,128,13.9,166,3950,1722,1481,1098
Ford,1.4 (96 Hp) Automatic,Petrol (Gasoline),8.9,1.388,96,128,13.9,166,3950,1722,1481,1114
Ford,1.6 TDCi (75 Hp),Diesel,5.2,1.56,75,185,13.9,167,3950,1722,1481,1022
Ford,1.6 Ti-VCT (120 Hp),Petrol (Gasoline),7.9,1.596,120,152,9.9,193,3950,1722,1481,1109
Ford,1.6 Ti-VCT (120 Hp),Petrol (Gasoline),7.9,1.596,120,152,9.9,193,3950,1722,1481,1119
Ford,1.25 Duratec (75 Hp),Petrol (Gasoline),8.6,1.242,75,110,14.5,163,3916,1683,1463,1107
Ford,1.3 Duratec (60 Hp),Petrol (Gasoline),8.3,1.299,60,99,18.8,151,3917,1683,1417,1035
Ford,1.3 Duratec (70 Hp),Petrol (Gasoline),8.4,1.299,70,106,15.3,160,3917,1683,1417,1035
Ford,1.4 Duratec (80 Hp),Petrol (Gasoline),8.6,1.388,80,124,13.2,166,3917,1683,1417,1030
Ford,1.4 TDCi (68 Hp),Diesel,5.3,1.399,68,160,14.8,164,3917,1683,1417,1165
Ford,1.6 Duratec (100 Hp),Petrol (Gasoline),9.1,1.596,100,146,10.6,184,3917,1683,1417,1035
Ford,1.6 Duratorq TDCi (90 Hp),Diesel,5.2,1.56,90,204,11.9,180,3918,1685,1429,1166.5
Ford,ST 2.0 Duratec HE (150 Hp),Petrol (Gasoline),10.4,1.999,150,190,8.4,208,3922,1685,1429,1165
Ford,1.3 i (50 Hp),Petrol (Gasoline),8.7,1.299,50,94,19.5,143,3828,1634,1334,1033
Ford,1.4 i 16V (90 Hp),Petrol (Gasoline),9.6,1.388,90,125,10.8,183,3828,1634,1334,1340
Ford,1.6 16V Sport (103 Hp),Petrol (Gasoline),9.5,1.596,103,145,10.2,182,3833,1634,1334,1029
Ford,1.8 DI (75 Hp),Diesel,6.5,1.753,75,140,14.3,168,3833,1634,1334,1097
Ford,1.4 (71 Hp),Petrol (Gasoline),8.6,1.392,71,103,12.2,164,3743,1606,1379,815
Ford,1.6 i (110 Hp),Petrol (Gasoline),10.4,1.598,110,138,9.8,192,3743,1606,1379,845
Ford,1.8 16V (105 Hp),Petrol (Gasoline),9.7,1.796,105,153,9.5,182,3743,1606,1379,950
Ford,1.8 XR2i 16V (130 Hp),Petrol (Gasoline),9.7,1.796,130,162,8.5,200,3743,1606,1379,907
Ford,5.4 i V8 32V (507 Hp),Petrol (Gasoline),30.0,5.409,507,678,3.8,322,4645,1955,1125,1450
Ford,5.4 i V8 32V (557 Hp),Petrol (Gasoline),18.1,5.409,557,678,3.6,330,4645,1955,1125,1610
Ford,4.0 i V8 32V (256 Hp),Petrol (Gasoline),13.8,3.95,256,362,7.0,210,4732,1829,1323,1680
Ford,4.0 i V8 32V (283 Hp),Petrol (Gasoline),13.8,3.95,283,388,6.8,220,4730,1829,1323,1748
Ford,1.8 TDCi (125 Hp),Diesel,7.9,1.753,125,320,11.6,190,4768,1884,1658,1744
Ford,2.0 i 16V (145 Hp),Petrol (Gasoline),11.0,1.999,145,190,10.9,197,4768,1884,1658,1605
Ford,2.0 TDCi (130 Hp),Diesel,8.1,1.997,130,320,10.9,191,4768,1884,1658,1744
Ford,2.0 TDCi (140 Hp) MT,Diesel,8.1,1.997,140,320,10.2,196,4768,1884,1658,1736
Ford,2.0 TDCi (140 Hp) Automatic,Diesel,8.1,1.997,140,320,10.9,191,4768,1884,1658,1736
Ford,2.2 TDCi (175 Hp),Diesel,9.0,2.179,175,400,9.4,212,4768,1884,1658,1736
Ford,2.3 T (161 Hp) MT,Petrol (Gasoline),13.7,2.261,161,208,11.2,194,4768,1884,1658,1605
Ford,2.3 T (161 Hp) Automatic,Petrol (Gasoline),14.1,2.261,161,208,11.2,202,4768,1884,1658,1605
Ford,2.5 i 20V (220 Hp),Petrol (Gasoline),13.3,2.522,220,320,7.9,230,4768,1884,1658,1681
Ford,3.5 (262 Hp) AWD Automatic,Petrol (Gasoline),14.7,3.496,262,336,8.8,216,5130,2032,1727,2105
Ford,1.3 i (50 Hp),Petrol (Gasoline),7.9,1.299,50,97,17.7,147,3620,1639,1383,870
Ford,1.3 i (60 Hp),Petrol (Gasoline),8.6,1.299,60,105,15.4,155,3620,1639,1383,890
Ford,1.3 i (70 Hp),Petrol (Gasoline),8.2,1.299,70,106,14.1,167,3620,1639,1383,890
Ford,2.5 TD (125 Hp),Diesel,11.2,2.5,125,293,11.1,198,4825,1760,1388,1545
Ford,2.5 TD (125 Hp),Diesel,11.3,2.5,125,293,11.3,198,4826,1760,1442,1550
Ford,3.0 V6 (152 Hp),Petrol (Gasoline),15.4,2.986,152,252,13.5,180,5125,1915,1790,1810
Lincoln,4.6 i V8 32V (306 Hp),Petrol (Gasoline),18.1,4.601,306,406,10.0,180,4909,1877,1800,2240
Lincoln,4.6 i V8 32V AWD (306 Hp),Petrol (Gasoline),18.1,4.601,306,406,7.6,170,4909,1877,1800,2315
Lincoln,3.0i V6 24V (213 Hp),Petrol (Gasoline),13.1,2.967,213,278,8.0,219,4925,1869,1425,1670
Lincoln,3.5 V6 24V (263 Hp) AWD Automatic,Petrol (Gasoline),13.1,3.496,263,337,8.0,204,4839,1834,1453,1666
Lincoln,3.5 V6 24V (263 Hp) Automatic,Petrol (Gasoline),12.4,3.496,263,337,8.0,204,4839,1834,1453,1574
Lincoln,4.6 i V8 L (242 Hp),Petrol (Gasoline),13.9,4.601,242,389,9.5,177,5623,1987,1501,2065
Citroen,1.6i 16V (109 Hp) SensoDrive,Petrol (Gasoline),8.0,1.587,109,147,12.6,192,3860,1667,1510,1088
Citroen,1.6i 16V (109 Hp),Petrol (Gasoline),8.6,1.587,109,147,10.0,192,3860,1667,1510,1084
Lincoln,5.4 i V8 16V (232 Hp),Petrol (Gasoline),13.1,5.398,232,447,7.1,200,5265,1900,1360,1730
Lincoln,5.4i V8 (300 Hp) Automatic,Petrol (Gasoline),18.1,5.408,300,495,9.3,190,5293,2002,1989,2665
Lincoln,5.4i V8 32V (300 Hp) Automatic,Petrol (Gasoline),19.6,5.408,300,481,9.3,170,5232,2000,1975,2612
Lincoln,5.4i V8 32V (300 Hp) 4x4 Automatic,Petrol (Gasoline),21.4,5.408,300,481,10.0,190,5232,2000,1975,2718
Lincoln,5.4 V8 (230 Hp) Automatic,Petrol (Gasoline),18.1,5.408,230,441,10.3,190,5202,2027,1847,2348
Proton,1.3 i 12V (313 i) (75 Hp),Petrol (Gasoline),10.6,1.298,75,108,13.6,164,3990,1698,1365,960
Proton,1.5 GLi (315GLi) (87 Hp),Petrol (Gasoline),11.1,1.468,87,124,12.1,173,3990,1698,1365,975
Proton,1.3 i (75 Hp),Petrol (Gasoline),8.3,1.298,75,108,13.8,166,4280,1655,1360,950
Proton,1.5i (90 Hp),Petrol (Gasoline),8.6,1.468,90,126,13.0,166,4280,1655,1360,990
Proton,1.3 i (75 Hp),Petrol (Gasoline),8.3,1.298,75,108,13.8,166,4280,1655,1360,950
Proton,1.5i (90 Hp),Petrol (Gasoline),8.6,1.468,90,126,13.0,166,4110,1655,1360,980
Proton,1.8 i 16V (135 Hp),Petrol (Gasoline),11.9,1.834,135,164,9.0,203,4220,1690,1360,1075
Proton,1.5 i (415) (87 Hp),Petrol (Gasoline),10.8,1.468,87,124,12.1,173,4270,1680,1385,1030
Proton,1.6 i 16V (416 GLi) (95 Hp),Petrol (Gasoline),11.1,1.597,95,135,11.3,181,4270,1680,1385,1070
Proton,2.0 D (420 D) (65 Hp),Diesel,9.3,1.998,65,123,18.5,160,4270,1680,1385,1150
Proton,2.0 TD (420 TD) (82 Hp),Diesel,9.8,1.998,82,172,14.3,170,4270,1680,1385,1175
Proton,1.6 i (416 GLXi) (95 Hp),Petrol (Gasoline),11.1,1.597,95,135,11.3,181,4360,1680,1385,1045
Lotus,2.2 (162 Hp),Petrol (Gasoline),15.0,2.174,162,217,7.2,211,4458,1816,1207,1102
Lotus,1.8 i 16V (122 Hp),Petrol (Gasoline),9.4,1.795,122,168,5.7,200,3785,1719,1143,756
Lotus,1.8 i 16V 111S (160 Hp),Petrol (Gasoline),9.4,1.795,160,175,5.1,212,3785,1719,1143,805
Lotus,1.8 i 16V 111R (192 Hp),Petrol (Gasoline),12.0,1.796,192,180,4.9,220,3785,1719,1143,850
Lotus,1.8 i 16V (120 Hp),Petrol (Gasoline),9.6,1.796,120,165,5.9,202,3726,1701,1202,690
Lotus,1.8 i 16V 111S (146 Hp),Petrol (Gasoline),9.6,1.796,146,174,5.4,213,3734,1701,1202,770
Lotus,2.0 i 16V Turbo GT3 (243 Hp),Petrol (Gasoline),19.0,1.973,243,294,5.2,263,4369,1883,1150,1340
Lotus,2.2 i Turbo (231 Hp),Petrol (Gasoline),15.7,2.174,231,295,5.5,250,4330,1860,1150,1270
Lotus,2.2 Turbo (218 Hp),Petrol (Gasoline),17.2,2.174,218,298,5.6,241,4330,1860,1150,1370
Lotus,3.5 i V8 32V Turbo (354 Hp),Petrol (Gasoline),20.0,3.506,354,400,4.9,282,4370,1880,1150,1380
Lotus,3.5 V6 (280 Hp),Petrol (Gasoline),12.4,3.456,280,342,4.9,261,4350,1848,1229,1382
Lotus,1.8 i 16V (192 Hp),Petrol (Gasoline),12.0,1.796,192,180,5.2,237,3780,1720,1175,880
Lotus,1.6 i 16V (132 Hp),Petrol (Gasoline),10.9,1.588,132,142,8.2,196,3900,1735,1230,995
Lotus,1.6 i 16V Turbo (167 Hp),Petrol (Gasoline),10.8,1.588,167,201,7.2,220,3900,1735,1230,1020
Lotus,2.0 16V (203 Hp),Petrol (Gasoline),12.7,1.998,203,263,5.8,230,3900,1714,1120,995
Lotus,2.2 SE/SA (184 Hp),Petrol (Gasoline),14.3,2.174,184,224,7.0,217,4395,1815,1205,1135
Volkswagen,1.0 (40 Hp),Petrol (Gasoline),7.9,1.043,40,74,21.2,135,3975,1580,1355,715
Volkswagen,1.1 (50 Hp),Petrol (Gasoline),9.2,1.093,50,76,15.4,146,3975,1580,1355,725
Volkswagen,1.3 (60 Hp),Petrol (Gasoline),9.6,1.272,60,95,13.0,155,3975,1580,1355,735
Volkswagen,1.0 i (67 Hp),Petrol (Gasoline),7.9,0.999,67,89,15.0,157,3916,1621,1415,970
Volkswagen,1.8 i (100 Hp),Petrol (Gasoline),9.2,1.781,100,161,11.3,180,3916,1621,1415,985
Volkswagen,2.0 TDI (140 Hp) 4MOTION,Diesel,9.4,1.968,140,320,10.4,186,4427,1809,1683,1590
Volkswagen,2.0 TDI (140 Hp) 4MOTION Automatic DPF,Diesel,9.7,1.968,140,320,10.9,182,4427,1809,1683,1604
Volkswagen,2.0 TSI (170 Hp) 4MOTION,Petrol (Gasoline),12.1,1.984,170,280,8.5,201,4427,1809,1683,1646
Volkswagen,2.0 TSI (170 Hp) Automatic 4Motion,Petrol (Gasoline),13.5,1.984,170,280,8.5,207,4427,1809,1683,1667
Volkswagen,2.0 TSI (200 Hp) 4MOTION,Petrol (Gasoline),12.1,1.984,200,280,7.9,210,4427,1809,1683,1662
Volkswagen,2.0 TSI (200 Hp) Automatic 4MOTION,Petrol (Gasoline),13.5,1.984,200,280,8.5,207,4427,1809,1683,1684
Volkswagen,2.0 16V FSI (150 Hp),Petrol (Gasoline),11.3,1.984,150,200,9.8,210,4407,1791,1443,1481
Volkswagen,2.0 16V TFSI (200 Hp),Petrol (Gasoline),11.2,1.984,200,280,7.8,232,4407,1791,1443,1539
Volkswagen,2.0 16V TFSI (200 Hp) DSG,Petrol (Gasoline),11.3,1.984,200,280,7.9,229,4407,1791,1443,1539
Volkswagen,2.0 TDI (140 Hp) PDE,Diesel,8.0,1.968,140,320,10.3,206,4407,1791,1443,1548
Volkswagen,3.2 V6 (250 Hp) DSG,Petrol (Gasoline),13.4,3.168,250,330,7.3,247,4407,1791,1443,1539
Volkswagen,1.0 (50 Hp),Petrol (Gasoline),7.6,0.999,50,86,17.0,152,3527,1640,1460,884
Volkswagen,1.2 TDI (61 Hp),Diesel,3.7,1.191,61,140,14.3,165,3529,1621,1455,855
Volkswagen,1.2 TDI 3L (61 Hp),Diesel,3.7,1.191,61,140,14.0,165,3529,1620,1470,830
Volkswagen,1.4 16V (75 Hp),Petrol (Gasoline),8.3,1.39,75,126,12.0,172,3527,1640,1460,920
Volkswagen,1.4 i (60 Hp),Petrol (Gasoline),8.5,1.39,60,116,14.3,160,3527,1640,1460,910
Volkswagen,1.4 i 16V (100 Hp),Petrol (Gasoline),9.4,1.39,100,126,10.0,188,3527,1640,1460,947
Volkswagen,1.4 i FSI 16V (105 Hp),Petrol (Gasoline),6.3,1.39,105,130,11.8,199,3527,1640,1460,900
Volkswagen,1.4 TDI (75 Hp),Diesel,5.6,1.422,75,195,12.0,170,3527,1640,1460,984
Volkswagen,1.6 i 16V GTI (125 Hp),Petrol (Gasoline),10.0,1.598,125,152,8.2,205,3527,1640,1460,980
Volkswagen,1.7 SDI (60 Hp),Diesel,5.9,1.716,60,115,16.0,157,3527,1640,1460,980
Volkswagen,1.2 (60 Hp) 3-dr,Petrol (Gasoline),7.3,1.198,60,108,16.1,157,3970,1682,1485,1067
Volkswagen,1.2 (60 Hp) 5-dr,Petrol (Gasoline),7.3,1.198,60,108,16.1,157,3970,1682,1485,1067
Volkswagen,1.2 (70 Hp) 3-dr,Petrol (Gasoline),7.3,1.198,70,112,14.1,165,3970,1682,1485,1067
Volkswagen,1.2 (70 Hp) 5-dr,Petrol (Gasoline),7.3,1.198,70,112,14.1,165,3970,1682,1485,1067
Volkswagen,1.6 TDI (75 Hp) 3-dr,Diesel,5.1,1.598,75,195,14.0,170,3970,1682,1485,1157
Volkswagen,1.6 TDI (75 Hp) 5-dr,Diesel,5.1,1.598,75,195,14.0,170,3970,1682,1485,1157
Volkswagen,1.2 (70 Hp) 3-d,Petrol (Gasoline),7.6,1.198,70,112,14.5,167,3916,1650,1467,1016
Volkswagen,1.2 (70 Hp) 5-d,Petrol (Gasoline),7.6,1.198,70,112,14.5,167,3916,1650,1467,1095
Volkswagen,1.4 (80 Hp),Petrol (Gasoline),8.3,1.39,80,132,12.2,180,3897,1650,1465,1095
Volkswagen,1.4 (80 Hp) 5-d,Petrol (Gasoline),8.3,1.39,80,132,12.2,175,3897,1650,1465,1095
Volkswagen,1.4 (80 Hp) Automatic 3-d,Petrol (Gasoline),9.7,1.39,80,132,14.3,171,3897,1650,1465,1095
Volkswagen,1.4 (80 Hp) Automatic 5d,Petrol (Gasoline),9.7,1.39,80,132,14.3,171,3897,1650,1465,1095
Volkswagen,1.4 TDI (70 Hp) 3dr.,Diesel,5.7,1.422,70,155,14.6,164,3897,1650,1465,1095
Volkswagen,1.4 TDI (70 Hp) 5-d,Diesel,5.7,1.422,70,155,14.6,164,3897,1650,1465,1095
Volkswagen,1.4 TDI (80 Hp) 3-d,Diesel,5.5,1.422,80,195,12.8,174,3897,1650,1465,1095
Volkswagen,1.4 TDI (80 Hp) 5-d,Diesel,5.5,1.422,80,195,12.8,174,3897,1650,1465,1095
Volkswagen,1.6 (105 Hp) 3-d,Petrol (Gasoline),9.5,1.598,105,148,10.4,192,3897,1650,1465,1095
Volkswagen,1.6 (105 Hp) 5-d,Petrol (Gasoline),9.5,1.598,105,148,10.4,192,3897,1650,1465,1095
Volkswagen,1.6 (105 Hp) Tiptronic 3-d,Petrol (Gasoline),10.0,1.598,105,148,11.3,187,3897,1650,1465,1095
Volkswagen,1.6 (105 Hp) Tiptronic 5-d,Petrol (Gasoline),10.0,1.598,105,148,11.3,187,3897,1650,1465,1095
Volkswagen,1.9 TDI (100 Hp) 3-d,Diesel,6.3,1.896,100,240,10.7,188,3897,1650,1465,1095
Volkswagen,1.9 TDI (100 Hp) 5-d,Diesel,6.3,1.896,100,240,10.7,188,3897,1650,1465,1095
Volkswagen,1.9 TDI (130 Hp) 3-d,Diesel,6.8,1.896,130,310,9.2,206,3897,1650,1465,1095
Volkswagen,1.9 TDI (130 Hp) 5d,Diesel,6.8,1.896,130,310,9.2,206,3897,1650,1465,1150
Volkswagen,GTI 1.8 (150 Hp) 3-d,Petrol (Gasoline),10.8,1.781,150,210,8.2,216,3897,1650,1465,1095
Volkswagen,GTI 1.8 (150 Hp) 5-d,Petrol (Gasoline),10.8,1.781,150,210,8.2,216,3897,1650,1465,1095
Volkswagen,GTI Cup 1.8 (180 Hp) 3-d,Petrol (Gasoline),10.9,1.781,180,235,7.5,225,3897,1650,1465,1095
Volkswagen,GTI Cup 1.8 (180 Hp) 5-d,Petrol (Gasoline),10.9,1.781,180,235,7.5,225,3897,1650,1465,1095
Volkswagen,1.2 i (54 Hp),Petrol (Gasoline),8.0,1.198,54,106,19.3,147,3911,1671,1537,1078
Volkswagen,1.2 i 12V (64 Hp),Petrol (Gasoline),7.9,1.198,64,112,16.5,157,3911,1671,1537,1089
Volkswagen,1.4 i 16V (75 Hp),Petrol (Gasoline),8.9,1.39,75,126,14.3,166,3911,1671,1537,1101
Volkswagen,1.4 FSI (86 Hp),Petrol (Gasoline),8.0,1.39,86,130,13.5,173,3911,1671,1537,1115
Volkswagen,1.4 i 16V (100 Hp),Petrol (Gasoline),9.1,1.39,100,126,12.1,183,3911,1671,1537,1106
Volkswagen,1.4 TDI (75 Hp),Diesel,6.1,1.422,75,195,14.7,165,3911,1671,1537,1170
Volkswagen,1.9 TDI (100 Hp),Diesel,6.6,1.896,100,240,11.5,182,3911,1671,1537,1197
Volkswagen,1.2 i (54 Hp),Petrol (Gasoline),7.8,1.198,54,106,17.5,152,3897,1650,1465,980
